,T_DB,T_WB,f0_c0,f0_c1,f0_c2,f0_c3,f1_c0,f1_c1,f1_c2,f1_c3,f2_c0,f2_c1,f2_c2,f2_c3,f3_c0,f3_c1,f3_c2,f3_c3,f4_c0,f4_c1,f4_c2,f4_c3
10,27.0,23.2820209,-9.509650814716127e-05,0.2385537690863674,3.2556223905633175e-07,-70.06954601811321,-0.0001408693595417729,0.11344235131865121,4.7652853267521333e-07,-32.98251561066688,-0.00011781658942804194,0.10947261636018779,3.984774475940256e-07,-31.805759054592354,-8.13470530185237e-05,0.10572054325936549,2.750766633780044e-07,-30.69352444296571,-7.265248377847637e-05,0.10513458007674996,2.4566643448686865e-07,-30.519826192271495
11,27.0,23.2820209,-9.509650814716127e-05,0.2385537690863674,3.2556223905633175e-07,-70.06954601811321,-0.0001408693595417729,0.11344235131865121,4.7652853267521333e-07,-32.98251561066688,-0.00011781658942804194,0.10947261636018779,3.984774475940256e-07,-31.805759054592354,-8.13470530185237e-05,0.10572054325936549,2.750766633780044e-07,-30.69352444296571,-7.265248377847637e-05,0.10513458007674996,2.4566643448686865e-07,-30.519826192271495
12,27.0,23.78992925,-9.526186392681567e-05,0.2385537690863662,3.2556223905633175e-07,-70.1907094693555,-0.00014111139236253357,0.11344235131864971,4.7652853267521333e-07,-33.04013392814365,-0.00011801897945096226,0.10947261636018644,3.984774475940256e-07,-31.861361110536723,-8.148676675274213e-05,0.10572054325936436,2.750766633780044e-07,-30.747220789652868,-7.277725981186827e-05,0.10513458007674871,2.4566643448686865e-07,-30.573224923364858
13,27.0,23.78992925,-9.526186392681567e-05,0.2385537690863662,3.2556223905633175e-07,-70.1907094693555,-0.00014111139236253357,0.11344235131864971,4.7652853267521333e-07,-33.04013392814365,-0.00011801897945096226,0.10947261636018644,3.984774475940256e-07,-31.861361110536723,-8.148676675274213e-05,0.10572054325936436,2.750766633780044e-07,-30.747220789652868,-7.277725981186827e-05,0.10513458007674871,2.4566643448686865e-07,-30.573224923364858
14,28.0,24.22544387,-9.540365104163915e-05,0.2385537690863659,3.2556223905633175e-07,-70.29460312345356,-0.00014131892750536196,0.11344235131864949,4.7652853267521333e-07,-33.08953973067181,-0.00011819252220513014,0.1094726163601862,3.984774475940256e-07,-31.909038035452983,-8.160656666126297e-05,0.10572054325936396,2.750766633780044e-07,-30.793263631878528,-7.288425113573157e-05,0.10513458007674858,2.4566643448686865e-07,-30.619012570057354
15,28.0,24.22544387,-9.540365104163915e-05,0.2385537690863659,3.2556223905633175e-07,-70.29460312345356,-0.00014131892750536196,0.11344235131864949,4.7652853267521333e-07,-33.08953973067181,-0.00011819252220513014,0.1094726163601862,3.984774475940256e-07,-31.909038035452983,-8.160656666126297e-05,0.10572054325936396,2.750766633780044e-07,-30.793263631878528,-7.288425113573157e-05,0.10513458007674858,2.4566643448686865e-07,-30.619012570057354
16,27.0,23.78992925,-9.526186392681567e-05,0.2385537690863662,3.2556223905633175e-07,-70.1907094693555,-0.00014111139236253357,0.11344235131864971,4.7652853267521333e-07,-33.04013392814365,-0.00011801897945096226,0.10947261636018644,3.984774475940256e-07,-31.861361110536723,-8.148676675274213e-05,0.10572054325936436,2.750766633780044e-07,-30.747220789652868,-7.277725981186827e-05,0.10513458007674871,2.4566643448686865e-07,-30.573224923364858
17,27.0,23.78992925,-9.526186392681567e-05,0.2385537690863662,3.2556223905633175e-07,-70.1907094693555,-0.00014111139236253357,0.11344235131864971,4.7652853267521333e-07,-33.04013392814365,-0.00011801897945096226,0.10947261636018644,3.984774475940256e-07,-31.861361110536723,-8.148676675274213e-05,0.10572054325936436,2.750766633780044e-07,-30.747220789652868,-7.277725981186827e-05,0.10513458007674871,2.4566643448686865e-07,-30.573224923364858
18,27.0,23.78992925,-9.526186392681567e-05,0.2385537690863662,3.2556223905633175e-07,-70.1907094693555,-0.00014111139236253357,0.11344235131864971,4.7652853267521333e-07,-33.04013392814365,-0.00011801897945096226,0.10947261636018644,3.984774475940256e-07,-31.861361110536723,-8.148676675274213e-05,0.10572054325936436,2.750766633780044e-07,-30.747220789652868,-7.277725981186827e-05,0.10513458007674871,2.4566643448686865e-07,-30.573224923364858
19,27.0,23.78992925,-9.526186392681567e-05,0.2385537690863662,3.2556223905633175e-07,-70.1907094693555,-0.00014111139236253357,0.11344235131864971,4.7652853267521333e-07,-33.04013392814365,-0.00011801897945096226,0.10947261636018644,3.984774475940256e-07,-31.861361110536723,-8.148676675274213e-05,0.10572054325936436,2.750766633780044e-07,-30.747220789652868,-7.277725981186827e-05,0.10513458007674871,2.4566643448686865e-07,-30.573224923364858
20,26.0,23.44221012,-9.514865970829559e-05,0.23855376908636775,3.2556223905633175e-07,-70.10775976030969,-0.00014094569427573105,0.1134423513186512,4.7652853267521333e-07,-33.00068785243849,-0.00011788042121956017,0.10947261636018779,3.984774475940256e-07,-31.823295387617495,-8.139111733467027e-05,0.10572054325936565,2.750766633780044e-07,-30.710459734327646,-7.269183689299766e-05,0.10513458007675017,2.4566643448686865e-07,-30.536667618648114
21,26.0,23.44221012,-9.514865970829559e-05,0.23855376908636775,3.2556223905633175e-07,-70.10775976030969,-0.00014094569427573105,0.1134423513186512,4.7652853267521333e-07,-33.00068785243849,-0.00011788042121956017,0.10947261636018779,3.984774475940256e-07,-31.823295387617495,-8.139111733467027e-05,0.10572054325936565,2.750766633780044e-07,-30.710459734327646,-7.269183689299766e-05,0.10513458007675017,2.4566643448686865e-07,-30.536667618648114
22,26.0,23.44221012,-9.514865970829559e-05,0.23855376908636775,3.2556223905633175e-07,-70.10775976030969,-0.00014094569427573105,0.1134423513186512,4.7652853267521333e-07,-33.00068785243849,-0.00011788042121956017,0.10947261636018779,3.984774475940256e-07,-31.823295387617495,-8.139111733467027e-05,0.10572054325936565,2.750766633780044e-07,-30.710459734327646,-7.269183689299766e-05,0.10513458007675017,2.4566643448686865e-07,-30.536667618648114
23,26.0,23.44221012,-9.514865970829559e-05,0.23855376908636775,3.2556223905633175e-07,-70.10775976030969,-0.00014094569427573105,0.1134423513186512,4.7652853267521333e-07,-33.00068785243849,-0.00011788042121956017,0.10947261636018779,3.984774475940256e-07,-31.823295387617495,-8.139111733467027e-05,0.10572054325936565,2.750766633780044e-07,-30.710459734327646,-7.269183689299766e-05,0.10513458007675017,2.4566643448686865e-07,-30.536667618648114
