Day of week,Date,Month,Year ,Hour,ar1_power,ar2_power,ar3_power,af1_power,af2_power,af3_power,af11_power,af12_power,af21_power,af22_power,af31_power,af32_power,af33_power
6,11,6,2016,10,20,0,0,6,41,40,0,0,0,0,0,31,0
6,11,6,2016,11,10,0,0,3,41,41,0,0,0,0,0,32,0
6,11,6,2016,12,0,0,0,0,25,32,0,0,0,0,0,36,0
6,11,6,2016,13,0,0,0,0,0,16,0,0,0,0,0,41,0
6,11,6,2016,14,0,0,0,0,0,11,0,0,0,0,0,36,0
6,11,6,2016,15,0,0,0,0,0,12,0,0,0,0,0,38,0
6,11,6,2016,16,0,0,1000,0,0,10,0,0,0,0,0,18,17
6,11,6,2016,17,0,0,0,0,0,10,0,0,0,0,0,0,36
6,11,6,2016,18,0,0,0,0,0,10,0,0,0,0,0,0,34
6,11,6,2016,19,0,0,0,0,0,11,0,0,0,0,0,0,36
6,11,6,2016,20,0,0,0,0,0,10,0,0,0,0,0,0,35
6,11,6,2016,21,0,0,0,0,0,10,0,0,0,0,0,0,35
6,11,6,2016,22,0,0,0,0,0,10,0,0,0,0,0,0,35
6,11,6,2016,23,0,0,0,0,0,10,0,0,0,0,0,0,25
7,12,6,2016,0,0,0,0,0,0,9,0,0,0,0,0,0,21
7,12,6,2016,1,0,0,0,0,0,10,0,0,0,0,0,0,20
7,12,6,2016,2,0,0,0,0,0,10,0,0,0,0,0,0,22
7,12,6,2016,3,0,0,0,0,0,5,0,0,0,0,0,0,16
7,12,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
7,12,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
7,12,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
7,12,6,2016,7,0,0,0,0,8,3,0,0,0,0,6,0,6
7,12,6,2016,8,0,0,0,0,10,0,0,0,0,0,14,0,0
7,12,6,2016,9,0,0,0,0,10,0,0,0,0,0,14,0,10
7,12,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,21
7,12,6,2016,11,0,0,0,0,9,0,0,0,0,0,0,0,20
7,12,6,2016,12,0,0,0,0,10,0,0,0,0,0,0,0,21
7,12,6,2016,13,0,0,0,0,10,0,0,0,0,0,0,0,20
7,12,6,2016,14,0,0,0,0,10,0,0,0,0,0,0,0,20
7,12,6,2016,15,0,0,0,0,10,0,0,0,0,0,0,0,21
7,12,6,2016,16,0,0,0,0,10,0,0,0,0,0,0,0,21
7,12,6,2016,17,0,0,0,0,9,0,0,0,0,0,0,0,20
7,12,6,2016,18,0,1000,0,0,10,0,0,0,0,0,0,0,20
7,12,6,2016,19,0,0,0,0,10,0,0,0,0,0,0,0,21
7,12,6,2016,20,0,0,0,0,10,0,0,0,0,0,0,9,13
7,12,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,21,0
7,12,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,21,0
7,12,6,2016,23,0,0,0,0,9,0,0,0,0,0,0,21,0
1,13,6,2016,0,0,0,0,0,10,0,0,0,0,0,0,21,0
1,13,6,2016,1,0,0,0,0,10,0,0,0,0,0,0,21,0
1,13,6,2016,2,0,0,0,0,8,0,0,0,0,0,0,19,0
1,13,6,2016,3,0,0,0,0,0,0,0,0,0,0,0,12,0
1,13,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,13,0
1,13,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,12,0
1,13,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,13,0
1,13,6,2016,7,0,0,0,0,7,0,0,0,0,0,6,6,0
1,13,6,2016,8,0,0,0,0,13,0,0,0,0,0,6,29,0
1,13,6,2016,9,0,0,0,0,10,0,0,0,0,0,0,29,0
1,13,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,34,0
1,13,6,2016,11,0,1000,0,0,14,0,0,0,0,0,0,40,0
1,13,6,2016,12,0,0,0,0,16,0,0,0,0,0,0,42,0
1,13,6,2016,13,0,0,0,0,14,0,0,0,0,0,0,40,0
1,13,6,2016,14,0,0,0,0,13,0,0,0,0,0,0,39,0
1,13,6,2016,15,0,0,0,0,14,0,0,0,0,0,0,40,0
1,13,6,2016,16,0,0,0,0,14,0,0,0,0,0,0,39,0
1,13,6,2016,17,0,0,0,0,14,0,0,0,0,0,0,41,0
1,13,6,2016,18,0,0,0,0,15,0,0,0,0,0,0,41,0
1,13,6,2016,19,0,0,0,0,15,0,0,0,0,0,0,41,0
1,13,6,2016,20,0,0,0,0,15,0,0,0,0,0,0,40,0
1,13,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,36,0
1,13,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,35,0
1,13,6,2016,23,3,1000,0,2,10,0,0,0,0,0,0,26,0
2,14,6,2016,0,0,0,0,0,9,0,0,0,0,0,0,21,0
2,14,6,2016,1,0,0,0,0,10,0,0,0,0,0,0,8,12
2,14,6,2016,2,0,0,0,0,6,0,0,0,0,0,0,0,17
2,14,6,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,12
2,14,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
2,14,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,13
2,14,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
2,14,6,2016,7,0,0,0,0,10,0,0,0,0,0,11,0,3
2,14,6,2016,8,0,0,0,0,16,0,0,0,0,0,6,33,0
2,14,6,2016,9,0,0,0,0,10,0,0,0,0,0,0,28,0
2,14,6,2016,10,0,0,0,0,9,0,0,0,0,0,0,30,0
2,14,6,2016,11,0,0,0,0,13,0,0,0,0,0,0,38,0
2,14,6,2016,12,0,0,0,0,13,0,0,0,0,0,0,40,0
2,14,6,2016,13,0,0,0,0,13,0,0,0,0,0,0,39,0
2,14,6,2016,14,0,0,0,0,12,0,0,0,0,0,0,38,0
2,14,6,2016,15,0,0,0,0,12,0,0,0,0,0,0,38,0
2,14,6,2016,16,0,1000,0,0,13,0,0,0,0,0,0,38,0
2,14,6,2016,17,0,0,0,0,13,0,0,0,0,0,0,40,0
2,14,6,2016,18,0,0,0,0,13,0,0,0,0,0,0,39,0
2,14,6,2016,19,0,0,0,0,14,0,0,0,0,0,0,40,0
2,14,6,2016,20,0,0,0,0,12,0,0,0,0,0,0,38,0
2,14,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,35,0
2,14,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,33,0
2,14,6,2016,23,13,0,0,4,11,0,0,0,0,0,0,24,0
3,15,6,2016,0,21,0,0,8,9,0,0,0,0,0,0,20,0
3,15,6,2016,1,20,0,0,8,2,0,0,0,0,0,0,21,0
3,15,6,2016,2,19,0,0,8,0,0,0,0,0,0,0,21,0
3,15,6,2016,3,13,0,0,4,0,0,0,0,0,0,0,13,4
3,15,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
3,15,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
3,15,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
3,15,6,2016,7,0,0,0,0,10,0,0,0,0,0,10,0,3
3,15,6,2016,8,0,0,0,0,14,0,0,0,0,0,6,30,0
3,15,6,2016,9,0,0,0,0,9,0,0,0,0,0,0,18,10
3,15,6,2016,10,0,1000,0,0,10,0,0,0,0,0,0,0,29
3,15,6,2016,11,0,0,0,0,14,0,0,0,0,0,0,0,39
3,15,6,2016,12,0,0,0,0,15,0,0,0,0,0,0,0,40
3,15,6,2016,13,0,0,0,0,15,0,0,0,0,0,0,0,39
3,15,6,2016,14,0,0,0,0,14,0,0,0,0,0,0,0,39
3,15,6,2016,15,0,0,0,0,14,0,0,0,0,0,0,0,39
3,15,6,2016,16,0,0,0,0,13,0,0,0,0,0,0,0,38
3,15,6,2016,17,0,0,0,0,14,0,0,0,0,0,0,0,38
3,15,6,2016,18,0,0,0,0,12,0,0,0,0,0,0,0,38
3,15,6,2016,19,0,0,0,0,14,0,0,0,0,0,0,0,38
3,15,6,2016,20,0,0,0,0,13,0,0,0,0,0,0,0,38
3,15,6,2016,21,0,1000,0,0,11,0,0,0,0,0,0,0,36
3,15,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,33
3,15,6,2016,23,0,0,0,0,10,0,0,0,0,0,0,0,23
4,16,6,2016,0,0,0,0,0,9,0,0,0,0,0,0,0,20
4,16,6,2016,1,19,0,0,8,6,0,0,0,0,0,0,0,21
4,16,6,2016,2,19,0,0,7,0,0,0,0,0,0,0,0,21
4,16,6,2016,3,9,0,0,4,0,0,0,0,0,0,0,0,15
4,16,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
4,16,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
4,16,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
4,16,6,2016,7,0,0,0,0,7,0,0,0,0,0,7,0,3
4,16,6,2016,8,0,0,1000,0,0,14,0,0,0,0,2,0,26
4,16,6,2016,9,0,0,0,0,0,9,0,0,0,0,0,0,28
4,16,6,2016,10,0,0,0,0,0,10,0,0,0,0,0,0,30
4,16,6,2016,11,0,0,0,0,0,11,0,0,0,0,0,2.33,32.67
4,16,6,2016,12,0,0,0,0,0,11,0,0,0,0,0,2.33,32.67
4,16,6,2016,13,0,0,0,0,0,11,0,0,0,0,0,2.33,32.67
4,16,6,2016,14,0,0,0,0,0,11,0,0,0,0,0,36,0
4,16,6,2016,15,0,0,0,0,0,11.5,0,0,0,0,0,36.5,0
4,16,6,2016,16,0,0,0,0,0,11.5,0,0,0,0,0,36.5,0
4,16,6,2016,17,0,0,0,0,0,12,0,0,0,0,0,37,0
4,16,6,2016,18,0,0,0,0,0,12,0,0,0,0,0,37,0
4,16,6,2016,19,0,0,0,0,0,12,0,0,0,0,0,37,0
4,16,6,2016,20,0,0,1000,0,0,11,0,0,0,0,0,37,0
4,16,6,2016,21,0,0,0,0,0,10,0,0,0,0,0,32,0
4,16,6,2016,22,0,0,0,0,0,10,0,0,0,0,0,31,0
4,16,6,2016,23,2,0,0,1,0,9,0,0,0,0,0,23,0
5,17,6,2016,0,20,0,0,7,0,0,0,0,0,0,0,21,0
5,17,6,2016,1,20,0,0,8,0,0,0,0,0,0,0,21,0
5,17,6,2016,2,14,0,0,6,0,0,0,0,0,0,0,15,3
5,17,6,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,12
5,17,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
5,17,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
5,17,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
5,17,6,2016,7,0,0,0,0,0,12,0,0,0,0,7,0,6
5,17,6,2016,8,0,0,0,0,0,11,0,0,0,0,19,4,0
5,17,6,2016,9,0,0,0,0,0,12,0,0,0,0,0,34,0
5,17,6,2016,10,0,0,0,0,0,10,0,0,0,0,0,30,0
5,17,6,2016,11,0,0,0,0,0,11,0,0,0,0,0,35,0
5,17,6,2016,12,0,0,0,0,0,11,0,0,0,0,0,36,0
5,17,6,2016,13,0,0,0,0,0,11,0,0,0,0,0,37,0
5,17,6,2016,14,0,0,0,0,0,11,0,0,0,0,0,35,0
5,17,6,2016,15,0,0,0,0,0,9,0,0,0,0,0,33,0
5,17,6,2016,16,0,0,1000,0,0,10,0,0,0,0,0,34,0
5,17,6,2016,17,0,0,0,0,0,10,0,0,0,0,0,35,0
5,17,6,2016,18,0,0,0,0,0,10,0,0,0,0,0,21,14
5,17,6,2016,19,0,0,0,0,0,13,0,0,0,0,0,0,37
5,17,6,2016,20,0,0,0,0,0,12,0,0,0,0,0,0,37
5,17,6,2016,21,0,0,0,0,0,10,0,0,0,0,0,0,34
5,17,6,2016,22,0,0,0,0,0,9,0,0,0,0,0,0,29
5,17,6,2016,23,11,0,0,4,0,5,0,0,0,0,0,0,24
6,18,6,2016,0,20,0,0,8,0,0,0,0,0,0,0,0,20
6,18,6,2016,1,19,0,0,8,0,0,0,0,0,0,0,0,21
6,18,6,2016,2,20,0,0,8,0,0,0,0,0,0,0,0,20
6,18,6,2016,3,10,0,0,4,0,0,0,0,0,0,0,0,16
6,18,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
6,18,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
6,18,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
6,18,6,2016,7,0,0,0,0,0,19,0,0,0,0,6,0,6
6,18,6,2016,8,0,0,0,0,0,38,0,0,0,0,15,0,1
6,18,6,2016,9,0,0,0,0,0,10,0,0,0,0,0,0,25
6,18,6,2016,10,0,0,0,0,0,10,0,0,0,0,0,0,24
6,18,6,2016,11,0,0,0,0,0,10,0,0,0,0,0,0,29
6,18,6,2016,12,0,0,1000,0,0,9,0,0,0,0,0,0,31
6,18,6,2016,13,0,0,0,0,0,10,0,0,0,0,0,0,34
6,18,6,2016,14,0,0,0,0,0,10,0,0,0,0,0,0,34
6,18,6,2016,15,0,0,0,0,0,10,0,0,0,0,0,0,32
6,18,6,2016,16,0,0,0,0,0,10,0,0,0,0,0,0,33
6,18,6,2016,17,0,0,0,0,0,10,0,0,0,0,0,0,33
6,18,6,2016,18,0,0,0,0,7,6,0,0,0,0,0,0,34
6,18,6,2016,19,0,0,0,0,10,0,0,0,0,0,0,0,33
6,18,6,2016,20,0,0,0,0,9,0,0,0,0,0,0,0,33
6,18,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,0,34
6,18,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,12,20
6,18,6,2016,23,4,0,0,1,8,0,0,0,0,0,0,24,0
7,19,6,2016,0,19,0,0,8,0,0,0,0,0,0,0,22,0
7,19,6,2016,1,14,0,0,5,0,0,0,0,0,0,0,14,4
7,19,6,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,12
7,19,6,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,12
7,19,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,11
7,19,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
7,19,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
7,19,6,2016,7,18,0,0,7,0,0,0,0,0,0,13,0,1
7,19,6,2016,8,20,0,0,8,0,0,0,0,0,0,13,0,0
7,19,6,2016,9,20,0,0,8,0,0,0,0,0,0,17,9,0
7,19,6,2016,10,20,0,0,8,0,0,0,0,0,0,0,22,0
7,19,6,2016,11,19,0,0,7,0,0,0,0,0,0,0,22,0
7,19,6,2016,12,20,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,13,20,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,14,20,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,15,19,0,0,8,0,0,0,0,0,0,0,22,0
7,19,6,2016,16,20,0,0,7,0,0,0,0,0,0,0,21,0
7,19,6,2016,17,20,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,18,19,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,19,20,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,20,20,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,21,20,0,0,7,0,0,0,0,0,0,0,22,0
7,19,6,2016,22,20,0,0,8,0,0,0,0,0,0,0,21,0
7,19,6,2016,23,19,0,0,8,0,0,0,0,0,0,0,22,0
1,20,6,2016,0,20,0,0,8,0,0,0,0,0,0,0,21,0
1,20,6,2016,1,20,0,0,7,0,0,0,0,0,0,0,21,0
1,20,6,2016,2,8,0,0,4,0,0,0,0,0,0,0,8,8
1,20,6,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,11
1,20,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
1,20,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
1,20,6,2016,6,2,0,0,0,0,0,0,0,0,0,0,2,11
1,20,6,2016,7,20,0,0,8,0,0,0,0,0,0,0,22,0
1,20,6,2016,8,20,0,0,8,0,0,0,0,0,0,0,26,24
1,20,6,2016,9,18,0,0,6,9,0,0,0,0,0,0,0,37
1,20,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,36
1,20,6,2016,11,0,0,0,0,13,0,0,0,0,0,0,0,38
1,20,6,2016,12,0,1000,0,0,12,0,0,0,0,0,0,0,37
1,20,6,2016,13,0,0,0,0,12,0,0,0,0,0,0,0,38
1,20,6,2016,14,0,0,0,0,9,0,0,0,0,0,0,0,35
1,20,6,2016,15,0,0,0,0,11,0,0,0,0,0,0,0,36
1,20,6,2016,16,0,0,0,0,11,0,0,0,0,0,0,0,37
1,20,6,2016,17,0,0,0,0,11,0,0,0,0,0,0,0,37
1,20,6,2016,18,0,0,0,0,13,0,0,0,0,0,0,0,38
1,20,6,2016,19,0,0,0,0,13,0,0,0,0,0,0,0,39
1,20,6,2016,20,0,0,0,0,13,0,0,0,0,0,0,0,38
1,20,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,0,33
1,20,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,32
1,20,6,2016,23,0,0,0,0,9,0,0,0,0,0,0,0,24
2,21,6,2016,0,0,1000,0,0,10,0,0,0,0,0,0,0,19
2,21,6,2016,1,0,0,0,0,10,0,0,0,0,0,0,0,20
2,21,6,2016,2,0,0,0,0,10,0,0,0,0,0,0,0,21
2,21,6,2016,3,0,0,0,0,7,0,0,0,0,0,0,0,17
2,21,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
2,21,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
2,21,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,12
2,21,6,2016,7,0,0,0,0,8,0,0,0,0,0,0,0,17
2,21,6,2016,8,0,0,0,0,11,0,0,0,0,0,0,0,29
2,21,6,2016,9,0,0,0,0,10,0,0,0,0,0,0,0,25
2,21,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,30
2,21,6,2016,11,0,0,0,0,11,0,0,0,0,0,0,0,37
2,21,6,2016,12,0,0,0,0,13,0,0,0,0,0,0,27,11
2,21,6,2016,13,0,0,0,0,13,0,0,0,0,0,0,39,0
2,21,6,2016,14,0,0,0,0,13,0,0,0,0,0,0,38,0
2,21,6,2016,15,0,0,0,0,12,0,0,0,0,0,0,39,0
2,21,6,2016,16,0,1000,0,0,13,0,0,0,0,0,0,39,0
2,21,6,2016,17,0,0,0,0,13,0,0,0,0,0,0,39,0
2,21,6,2016,18,0,0,0,0,14,0,0,0,0,0,0,39,0
2,21,6,2016,19,0,0,0,0,13,0,0,0,0,0,0,40,0
2,21,6,2016,20,0,0,0,0,13,0,0,0,0,0,0,39,0
2,21,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,34,0
2,21,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,32,0
2,21,6,2016,23,0,0,0,0,10,0,0,0,0,0,0,25,0
3,22,6,2016,0,0,0,0,0,10,0,0,0,0,0,0,20,0
3,22,6,2016,1,0,0,0,0,10,0,0,0,0,0,0,21,0
3,22,6,2016,2,0,0,0,0,10,0,0,0,0,0,0,20,0
3,22,6,2016,3,0,0,0,0,0,0,0,0,0,0,0,12,0
3,22,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,13,0
3,22,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,12,0
3,22,6,2016,6,0,0,0,0,4,0,0,0,0,0,0,14,0
3,22,6,2016,7,0,1000,0,0,10,0,0,0,0,0,0,20,0
3,22,6,2016,8,0,0,0,0,13,0,0,0,0,0,0,34,0
3,22,6,2016,9,0,0,0,0,10,0,0,0,0,0,0,28,0
3,22,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,32,0
3,22,6,2016,11,0,0,0,0,13,0,0,0,0,0,0,38,0
3,22,6,2016,12,0,0,0,0,14,0,0,0,0,0,0,40,0
3,22,6,2016,13,0,0,0,0,14,0,0,0,0,0,0,41,0
3,22,6,2016,14,0,0,0,0,15,0,0,0,0,0,0,40,0
3,22,6,2016,15,0,0,0,0,14,0,0,0,0,0,0,40,0
3,22,6,2016,16,0,0,0,0,14,0,0,0,0,0,0,4,36
3,22,6,2016,17,0,0,0,0,15,0,0,0,0,0,0,0,40
3,22,6,2016,18,0,0,0,0,15,0,0,0,0,0,0,0,41
3,22,6,2016,19,0,1000,0,0,14,0,0,0,0,0,0,0,41
3,22,6,2016,20,0,0,0,0,14,0,0,0,0,0,0,0,39
3,22,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,0,34
3,22,6,2016,22,4,0,0,2,16,0,0,0,0,0,0,0,44
3,22,6,2016,23,18,0,0,6,6,0,0,0,0,0,0,0,29
4,23,6,2016,0,19,0,0,8,0,0,0,0,0,0,0,0,24
4,23,6,2016,1,20,0,0,8,0,0,0,0,0,0,0,0,23
4,23,6,2016,2,19,0,0,7,0,0,0,0,0,0,0,0,22
4,23,6,2016,3,4,0,0,2,0,0,0,0,0,0,0,0,13
4,23,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
4,23,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
4,23,6,2016,6,2,0,0,1,0,0,0,0,0,0,0,0,13
4,23,6,2016,7,12,0,0,4,6,0,0,0,0,0,0,0,20
4,23,6,2016,8,0,0,0,0,21,0,0,0,0,0,0,0,47
4,23,6,2016,9,0,0,0,0,9,0,0,0,0,0,0,0,29
4,23,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,32
4,23,6,2016,11,0,0,0,0,10,0,0,0,0,0,0,0,35
4,23,6,2016,12,0,0,0,0,11,0,0,0,0,0,0,0,36
4,23,6,2016,13,0,0,0,0,10,0,0,0,0,0,0,0,36
4,23,6,2016,14,0,0,0,0,10,0,0,0,0,0,0,0,36
4,23,6,2016,15,0,0,0,0,10,0,0,0,0,0,0,0,36
4,23,6,2016,16,0,1000,0,0,11,0,0,0,0,0,0,0,36
4,23,6,2016,17,0,0,0,0,12,0,0,0,0,0,0,0,38
4,23,6,2016,18,0,0,0,0,12,0,0,0,0,0,0,0,37
4,23,6,2016,19,0,0,0,0,11,0,0,0,0,0,0,7,31
4,23,6,2016,20,0,0,0,0,11,0,0,0,0,0,0,37,0
4,23,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,32,0
4,23,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,31,0
4,23,6,2016,23,0,0,0,0,10,0,0,0,0,0,0,26,0
5,24,6,2016,0,0,0,0,0,10,0,0,0,0,0,0,25,0
5,24,6,2016,1,0,0,0,0,10,0,0,0,0,0,0,27,0
5,24,6,2016,2,0,0,0,0,12,0,0,0,0,0,0,31,0
5,24,6,2016,3,0,0,0,0,5,0,0,0,0,0,0,16,0
5,24,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,12,0
5,24,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,12,0
5,24,6,2016,6,0,0,0,0,0,0,0,0,0,0,0,13,0
5,24,6,2016,7,0,0,0,0,3,0,0,0,0,0,0,13,0
5,24,6,2016,8,0,1000,0,0,10,0,0,0,0,0,0,25,0
5,24,6,2016,9,0,0,0,0,21,0,0,0,0,0,0,40,7
5,24,6,2016,10,0,0,0,0,11,0,0,0,0,0,0,22,24
5,24,6,2016,11,0,0,0,0,10,0,0,0,0,0,0,22,23
5,24,6,2016,12,0,0,0,0,9,0,0,0,0,0,0,20,23
5,24,6,2016,13,0,0,0,0,10,0,0,0,0,0,0,21,22
5,24,6,2016,14,0,0,0,0,10,0,0,0,0,0,0,20,23
5,24,6,2016,15,0,0,0,0,10,0,0,0,0,0,0,21,22
5,24,6,2016,16,0,0,0,0,10,0,0,0,0,0,0,21,23
5,24,6,2016,17,0,0,0,0,10,0,0,0,0,0,0,21,23
5,24,6,2016,18,0,0,0,0,10,0,0,0,0,0,0,13,23
5,24,6,2016,19,0,0,0,0,9,0,0,0,0,0,0,0,25
5,24,6,2016,20,0,1000,0,0,10,0,0,0,0,0,0,0,25
5,24,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,0,23
5,24,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,23
5,24,6,2016,23,0,0,0,0,10,0,0,0,0,0,0,0,24
6,25,6,2016,0,0,0,0,0,10,0,0,0,0,0,0,20,4
6,25,6,2016,1,0,0,0,0,9,0,0,0,0,0,0,23,0
6,25,6,2016,2,0,0,0,0,10,0,0,0,0,0,0,23,0
6,25,6,2016,3,0,0,0,0,5,0,0,0,0,0,0,16,0
6,25,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,12,0
6,25,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,13,0
6,25,6,2016,6,0,0,0,0,4,0,0,0,0,0,0,13,0
6,25,6,2016,7,0,0,0,0,10,0,0,0,0,0,0,21,0
6,25,6,2016,8,0,0,0,0,12,0,0,0,0,0,0,27,0
6,25,6,2016,9,0,0,0,0,16,0,0,0,0,0,0,38,0
6,25,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,26,0
6,25,6,2016,11,0,1000,0,0,10,0,0,0,0,0,0,33,0
6,25,6,2016,12,0,0,0,0,10,0,0,0,0,0,0,33,0
6,25,6,2016,13,0,0,0,0,9,0,0,0,0,0,0,34,0
6,25,6,2016,14,0,0,0,0,10,0,0,0,0,0,0,33,0
6,25,6,2016,15,0,0,0,0,10,0,0,0,0,0,0,34,0
6,25,6,2016,16,0,0,0,0,10,0,0,0,0,0,0,33,0
6,25,6,2016,17,0,0,0,0,10,0,0,0,0,0,0,35,0
6,25,6,2016,18,0,0,0,0,9,0,0,0,0,0,0,35,0
6,25,6,2016,19,0,0,0,0,10,0,0,0,0,0,0,34,0
6,25,6,2016,20,0,0,0,0,10,0,0,0,0,0,0,35,0
6,25,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,34,0
6,25,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,34,0
6,25,6,2016,23,0,1000,0,0,9,0,0,0,0,0,0,27,0
7,26,6,2016,0,0,0,0,0,10,0,0,0,0,0,0,24,0
7,26,6,2016,1,0,0,0,0,10,0,0,0,0,0,0,23,0
7,26,6,2016,2,0,0,0,0,10,0,0,0,0,0,0,22,0
7,26,6,2016,3,0,0,0,0,8,0,0,0,0,0,0,11,8
7,26,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,12
7,26,6,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,12
7,26,6,2016,6,2,0,0,1,0,0,0,0,0,0,0,0,13
7,26,6,2016,7,20,0,0,8,0,0,0,0,0,0,0,0,21
7,26,6,2016,8,20,0,0,7,0,0,0,0,0,0,0,0,21
7,26,6,2016,9,16,0,0,6,12,0,0,0,0,0,0,0,41
7,26,6,2016,10,0,0,0,0,10,0,0,0,0,0,0,0,24
7,26,6,2016,11,0,0,0,0,10,0,0,0,0,0,0,0,23
7,26,6,2016,12,0,0,0,0,10,0,0,0,0,0,0,0,23
7,26,6,2016,13,0,0,0,0,9,0,0,0,0,0,0,0,23
7,26,6,2016,14,0,0,0,0,10,0,0,0,0,0,0,0,24
7,26,6,2016,15,0,0,0,0,10,0,0,0,0,0,0,0,23
7,26,6,2016,16,0,0,0,0,10,0,0,0,0,0,0,0,23
7,26,6,2016,17,0,1000,0,0,10,0,0,0,0,0,0,0,24
7,26,6,2016,18,0,0,0,0,9,0,0,0,0,0,0,0,24
7,26,6,2016,19,0,0,0,0,10,0,0,0,0,0,0,0,23
7,26,6,2016,20,0,0,0,0,10,0,0,0,0,0,0,0,23
7,26,6,2016,21,0,0,0,0,10,0,0,0,0,0,0,0,24
7,26,6,2016,22,0,0,0,0,10,0,0,0,0,0,0,0,22
7,26,6,2016,23,0,0,0,0,9,0,0,0,0,0,0,0,24
