ch1_cooling,ch2_cooling,ch3_cooling
272,0,0
192,0,0
58,0,0
0,0,0
0,0,0
0,0,0
0,0,0
411,0,0
1129,0,0
1038,0,0
1217,0,0
879,0,0
879,0,0
884,0,0
878,0,0
879,0,0
222,1478,0
0,1757,0
0,1758,0
0,1669,0
0,1016,0
0,879,0
0,879,0
86,344,0
0,0,0
316,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,469,0
0,0,0
0,995,0
0,1155,0
0,1444,0
0,1201,0
0,879,0
0,879,0
0,879,0
0,879,0
0,879,0
0,879,0
0,879,0
0,879,0
0,879,0
0,879,0
148,40,0
99,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
125,415,0
0,0,0
0,895,0
0,964,0
0,1179,0
0,1216,0
0,887,0
0,879,0
0,879,0
0,905,0
0,897,0
0,1005,0
0,1432,0
0,1069,0
0,879,0
0,879,0
473,155,0
0,0,0
38,0,0
56,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,663.4
0,0,41
1,0,946.9
0,0,1151.9
0,0,1262.1
0,0,1269.8
0,0,1518
0,0,1146.7
0,0,0
0,0,0
0,0,3316.7
0,0,1181.6
0,0,1188
0,0,1089.4
0,0,731.5
0,0,639.9
591,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,764.7
0,0,1011.5
0,0,1262.7
0,0,1259.8
0,0,1304.4
0,0,1284.5
0,0,1333.3
0,0,1335.3
0,0,1349.8
0,0,1468.4
0,0,1505.2
0,0,1498.1
0,0,1396.4
0,0,1326
0,0,880.9
691,0,0
43,0,0
49,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
97,0,0
0,693,0
0,1036,0
0,879,0
0,879,0
0,1045,0
0,1756,0
0,1758,0
0,1073,0
0,1680,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1315,0
382,0,0
44,0,0
98,0,0
93,0,0
0,0,0
0,0,0
0,0,0
0,0,0
37,0,0
349,0,0
201,0,0
153,0,0
430,0,0
413,0,0
439,0,0
440,0,0
439,0,0
423,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
258,0,0
223,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
430,0,682.9
0,0,541
0,0,1191.6
0,0,1007
0,0,1060.3
0,0,1614.7
0,45,2680.4
259,2594,0
0,1888,0
0,2878,0
0,1857,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,837,0
0,470,0
0,0,28.3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,28.4
0,0,11.6
0,0,723.7
394,0,362.2
879,0,109.5
120,0,1151.6
0,0,1125.1
0,0,1136.9
0,0,1212.9
0,0,1148.5
0,0,1142.3
0,0,1221.5
0,0,1291.4
0,0,1299.5
0,0,1137.1
0,0,1032.3
0,0,597.4
0,0,349.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,590.7
0,0,0
0,0,655.1
0,0,1250.1
0,0,1225.6
0,0,1133.8
0,0,1080.5
0,0,1096.3
0,0,1098.2
0,0,1109.1
0,0,1189.4
0,0,1300.9
0,0,1306.6
0,0,1127.3
0,0,1098.9
0,0,645.6
0,0,141.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,632.3
0,0,110
0,0,699.1
0,0,1177.6
0,0,1275.5
0,0,1252.9
0,0,1115
0,0,1100.9
0,0,1104.8
0,0,1204.2
0,0,1303.9
0,0,1315.2
0,0,1317.8
0,0,1190.7
0,0,1122.3
0,0,654.1
0,128,9.8
0,305,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,709
0,0,706.9
0,0,1156.1
0,0,1253.8
0,0,1139.6
0,0,1186.1
0,0,1142.7
0,0,1178.4
0,0,1248.8
0,0,1294.9
0,0,1196.6
0,0,1214.3
0,0,1165.5
0,0,1091.7
0,0,543.8
0,0,228.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,29.2
0,0,703.5
0,0,410.9
0,0,804.2
0,0,901.6
0,0,1066
0,0,1067.9
0,0,1083.2
0,0,1095.5
0,0,1098.6
0,0,1100.8
0,0,1222.1
0,0,1344.8
0,0,1385.5
0,0,1324.5
0,0,688.1
0,0,292.6
0,0,243.9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,676.1
0,0,452.7
0,0,808.9
0,0,933.3
0,0,1070.6
0,0,1212.5
0,0,1148.4
0,0,1130.4
0,0,1142.5
0,0,1127.6
0,0,1154.2
0,0,1307.6
0,0,1193.8
0,0,1144.9
0,0,605.7
0,0,179
0,0,272.3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,711.8
161,0,16.2
600,0,83.5
272,0,1170.9
0,0,1708.5
0,0,1601.2
0,0,1534.5
0,0,1423.2
0,0,1326.8
0,0,1362.5
0,0,1491.8
0,0,1464.2
0,0,1506.7
0,0,1439.8
0,0,1221.6
0,0,747.3
0,0,192.5
0,0,157.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,658.6
0,0,549.8
0,0,1321.2
0,0,1542
0,0,1542.1
0,0,1483.5
0,0,1528.5
0,0,1493.4
0,0,1377.1
0,0,1380.6
0,0,1504.8
0,0,1521.2
0,0,1329.9
0,0,1223.5
0,0,640.2
0,0,184.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
345,0,474.1
0,0,207.1
0,0,760
0,0,1239
0,0,1665.9
0,0,1545.6
0,0,1387.9
0,0,1318.7
0,0,1318.4
0,0,1356.6
0,0,1361.2
0,0,1326.9
0,0,1266
0,0,1135.7
0,0,1086.1
0,0,643.9
0,0,9.3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
223,0,556.8
0,0,161.1
0,0,808.2
0,0,1226.6
0,0,1560.6
0,0,1345.5
0,0,1217.8
0,0,1243.8
0,0,1269.5
0,0,1281.6
0,0,1312.1
0,0,1407.8
0,0,1233.3
0,0,1248.6
0,0,1085
0,0,703.2
0,0,422.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,810.9
0,0,800.6
0,0,1262.9
0,0,1451.9
0,0,1399.5
0,0,1316.3
0,0,1363.6
0,0,1337.9
0,0,1357.6
0,0,1333.9
0,0,1326.2
0,0,1289.6
0,0,1216.3
0,0,1103.2
0,0,537.8
0,0,268.7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9,0,0
273,0,0
758,0,97.1
439,0,0
845,0,0
879,0,0
351,0,659.3
0,0,1060.3
0,0,807.6
0,0,609.1
0,0,607.9
0,0,788.8
0,0,833.5
0,0,858.6
0,0,839.4
0,0,715.1
0,0,104.3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,359.1
0,0,0
0,0,0
0,0,0
64,0,0
598,0,669.3
152,0,1170.1
0,0,1101.2
0,0,1092.5
0,0,1137.7
0,0,1266.9
0,0,1226.4
0,0,1161.5
0,0,1050.3
0,0,536.3
0,0,269.4
0,0,254.6
0,0,242.1
0,0,0
0,0,245.7
0,0,0
0,0,0
0,0,0
52,0,773.2
0,0,447.3
0,0,1237.9
0,0,1243.3
388,0,467.7
0,0,0
2053,0,0
878,0,0
880,0,0
457,0,0
720,0,0
558,0,0
876,0,0
861,0,0
784,0,0
470,0,0
172,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
361,0,0
0,0,0
333,0,0
43,0,261.9
0,0,549.6
0,0,1088.3
0,0,1097.7
0,0,1092.5
0,0,871.6
0,0,855.6
0,0,655.6
0,0,681.2
0,0,759.8
0,0,578.1
0,0,383.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,496.5
0,0,59.6
0,0,181.3
0,0,0
61,1416,0
83,1314,0
0,1756,0
0,1754,0
0,1758,0
0,1441,0
0,0,1017.4
0,0,904.2
0,0,603.5
0,0,491.8
181,0,398.5
491,0,0
0,0,0
117,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
62,433,0
0,177,0
771,15,0
258,800,0
0,1756,0
0,1757,0
0,1162,0
0,1759,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,180,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
28,0,0
7,0,0
180,411,0
0,603,0
48,0,485.1
0,0,0
0,0,0
29,0,2700.2
0,0,1031.6
0,0,1140.1
0,0,1098.5
0,0,1098.9
0,0,848.4
0,0,1102.8
0,0,950.4
0,0,465.9
0,0,338.8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,471.2
0,0,43.1
0,0,280.4
0,0,353.6
0,0,685.2
0,0,814.8
0,0,933.8
0,0,737.8
0,0,954.3
0,0,1040.2
0,0,1101.7
0,0,952.6
0,0,1062.5
0,0,993
0,0,315.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,750,0
0,0,472.7
0,0,715.7
0,0,788.8
0,0,920.8
0,0,663.4
0,0,797.5
0,0,898.8
0,0,879.3
0,0,880.4
0,0,883.7
0,0,679.1
0,0,264.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,436.3
0,0,0
0,0,440
0,0,809
0,0,0
0,0,0
0,0,0
0,0,4580.7
0,0,1099.5
0,0,0
0,0,0
0,0,0
0,0,3981.5
0,0,932.1
0,0,748.2
0,0,119.9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,359
0,0,0
0,0,269.5
0,0,485.9
0,0,997.3
0,0,1080.4
0,0,1119.8
0,0,1079.8
0,0,1080.6
0,0,1095.1
0,0,1096.7
0,0,1098.8
0,0,1097.7
0,0,1032.5
0,0,771.4
0,0,405.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,399.3
0,0,0
0,0,333.5
0,0,687.5
0,0,1175.2
0,0,1207.4
0,0,1103.1
0,0,934.2
0,0,1060.7
0,0,1023.8
0,0,1039.3
0,0,1155.6
0,0,1119.3
0,0,1104
0,0,1086.5
0,0,340.3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,493,0
0,0,0
0,418,0
0,1536,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,915,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,82,0
0,318,0
0,21,0
0,0,0
0,0,0
0,79,0
0,229,0
0,127,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,205,0
0,276,0
0,0,0
0,0,0
0,114,0
0,120,0
0,55,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,254,0
0,230,0
0,0,0
0,0,0
0,35,0
0,0,0
0,113,0
0,140,0
0,0,0
0,0,0
0,11,0
0,45,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,219,0
0,2272,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1754,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1752,0
0,142,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,517,0
0,0,0
0,500,0
0,0,0
0,3389,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,1759,0
0,892,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,482,0
0,0,0
0,307,0
0,1572,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,695,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,499,0
0,0,0
0,606,0
0,1476,0
0,1759,0
0,1757,0
0,1759,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,671,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,504,0
0,0,0
0,0,0
0,428,0
0,136,0
0,137,0
0,9,0
0,0,0
0,49,0
0,387,0
0,0,0
0,0,0
0,369,0
0,26,0
0,299,0
0,70,0
0,218,0
0,148,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,674,0
0,407,0
0,1279,0
0,277,0
0,915,0
0,384,0
0,969,0
0,1001,0
0,4,0
0,610,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1743,0
0,200,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,362,0
0,31,0
0,0,0
0,109,0
0,318,0
0,512,0
0,913,0
0,1312,0
0,238,0
0,756,0
0,1742,0
0,1758,0
0,1694,0
0,1337,0
0,827,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,540,0
0,1538,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1754,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,736,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,151,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1635,0
0,1096,0
0,1733,0
0,1752,0
0,1744,0
0,851,0
0,30,0
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,463,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,501,0
0,273,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,592,0
0,0,0
0,1396,0
0,1758,0
0,1436,0
0,1752,0
0,1468,0
0,794,0
0,26,0
0,935,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,364,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,505,0
0,0,0
0,1121,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,953,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,369,0
0,712,0
0,1751,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,746,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,354,0
0,302,0
0,365,0
0,1730,0
0,1728,0
0,1759,0
0,1757,0
0,1758,0
0,1754,0
0,1759,0
0,1757,0
0,1759,0
0,1444,0
0,14,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,47.7
0,0,517.4
0,0,747.5
0,0,1204.5
0,0,1324.7
0,0,1007.7
0,0,526.5
0,0,685.2
0,1,621.8
0,0,717.5
0,0,1108.3
0,0,1221
0,0,1125.9
0,0,936
0,0,899.9
0,0,252.4
0,0,14.5
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,437.2
0,0,480.6
0,0,649.8
0,0,1065.1
0,0,1172.7
0,0,1195.6
0,0,1107.1
0,0,1093.5
0,0,1265.3
0,0,1322
0,1540,18.1
0,1758,0
0,1759,0
0,1757,0
0,665,0
0,368,0
0,117,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,844,0
0,1750,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1047,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,876,0
0,0,0
0,1117,0
0,1758,0
0,1757,0
0,1759,0
0,1757,0
0,1758,0
342,393,254.4
440,0,544.2
590,0,589.4
0,0,1217.8
0,0,1390.4
0,0,1247.9
0,0,1158
0,0,489.7
0,0,79.4
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
603,0,0
313,516,0
514,0,0
879,0,0
879,0,0
262,1179,0
0,1751,0
0,1757,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1758,0
0,1757,0
0,1758,0
0,895,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,672,0
47,0,0
547,0,0
879,0,0
879,0,0
879,0,0
879,0,0
879,0,0
878,0,0
791,0,0
243,1123,0
0,1753,0
0,1759,0
0,1758,0
0,1758,0
0,892,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
90,0,0
252,0,0
746,0,0
138,0,0
599,0,0
574,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
440,0,0
439,0,0
76,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
387,0,0
15,0,0
0,0,0
0,0,0
74,0,0
351,0,0
150,0,0
586,0,279.3
93,0,716.7
0,0,719.5
0,0,1083.6
0,0,942.8
0,0,875.8
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
58.9,0,442.3
58.8,0,442.2
58.9,0,442.3
0,0,1014.7
0,0,1113.3
0,0,963.8
0,0,949.8
0,0,962.2
0,0,1038.6
0,0,1088.5
0,0,1035.8
0,0,982.2
0,0,780.5
0,0,146.7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,798.5
0,0,1054.6
0,0,1113.7
0,0,1219.1
0,0,1067.1
0,0,888.1
0,0,1271.5
0,0,2394.4
0,0,1690.4
0,0,1562.1
0,0,1460.5
0,0,1360.3
0,0,1020
0,0,898.6
0,0,386.6
0,0,79.7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
87,0,0
236,0,0
477,0,197.9
141,0,0
530,0,262.9
0,0,990.2
0,0,1098.5
0,0,1223
0,0,1468.9
0,0,1768.8
0,0,1668.8
0,0,1527.8
0,0,1394.1
0,0,1257.1
0,0,1152
0,0,941.9
0,0,912.7
0,0,370.1
0,0,0
0,0,0
0,0,0
